,filename,rating,latitude,longitude,scientific_name,common_name
92,21211/XC913977.ogg,3.0,4.0916,-52.6858,Allobates femoralis,Spotted-thighed Poison Frog
93,21211/XC913978.ogg,3.0,4.0916,-52.6858,Allobates femoralis,Spotted-thighed Poison Frog
94,21211/XC913992.ogg,3.0,4.0916,-52.6858,Allobates femoralis,Spotted-thighed Poison Frog
95,21211/XC913997.ogg,3.0,4.0916,-52.6858,Allobates femoralis,Spotted-thighed Poison Frog
96,21211/XC913998.ogg,3.0,4.0946,-52.6862,Allobates femoralis,Spotted-thighed Poison Frog
97,21211/XC914005.ogg,3.0,4.0946,-52.6862,Allobates femoralis,Spotted-thighed Poison Frog
98,21211/XC914013.ogg,3.0,4.0964,-52.6858,Allobates femoralis,Spotted-thighed Poison Frog
99,21211/XC914025.ogg,3.0,4.0964,-52.6858,Allobates femoralis,Spotted-thighed Poison Frog
100,21211/XC914028.ogg,3.0,4.0964,-52.6858,Allobates femoralis,Spotted-thighed Poison Frog
101,21211/XC917437.ogg,3.0,4.0889,-52.6742,Allobates femoralis,Spotted-thighed Poison Frog
102,21211/XC917444.ogg,3.0,4.0889,-52.6742,Allobates femoralis,Spotted-thighed Poison Frog
103,21211/XC917465.ogg,2.0,4.0889,-52.6742,Allobates femoralis,Spotted-thighed Poison Frog
104,21211/XC917470.ogg,3.0,4.0889,-52.6742,Allobates femoralis,Spotted-thighed Poison Frog
105,21211/XC917471.ogg,3.0,4.0889,-52.6742,Allobates femoralis,Spotted-thighed Poison Frog
106,21211/XC920803.ogg,2.0,4.0945,-52.6862,Allobates femoralis,Spotted-thighed Poison Frog
107,21211/XC920868.ogg,3.0,4.0425,-52.6779,Allobates femoralis,Spotted-thighed Poison Frog
108,21211/XC920870.ogg,3.0,4.0425,-52.6779,Allobates femoralis,Spotted-thighed Poison Frog
109,21211/XC920872.ogg,3.0,4.0425,-52.6779,Allobates femoralis,Spotted-thighed Poison Frog
110,21211/XC920873.ogg,3.0,4.0425,-52.6779,Allobates femoralis,Spotted-thighed Poison Frog
111,21211/XC920881.ogg,3.0,4.0425,-52.6779,Allobates femoralis,Spotted-thighed Poison Frog
112,21211/XC920888.ogg,3.0,4.0425,-52.6779,Allobates femoralis,Spotted-thighed Poison Frog
113,21211/XC920892.ogg,3.0,4.0425,-52.6779,Allobates femoralis,Spotted-thighed Poison Frog
114,21211/XC925906.ogg,3.0,4.0849,-52.6841,Allobates femoralis,Spotted-thighed Poison Frog
115,21211/XC925907.ogg,3.0,4.0849,-52.6841,Allobates femoralis,Spotted-thighed Poison Frog
116,21211/XC925908.ogg,3.0,4.0849,-52.6841,Allobates femoralis,Spotted-thighed Poison Frog
117,21211/XC925925.ogg,3.0,4.0849,-52.6841,Allobates femoralis,Spotted-thighed Poison Frog
118,21211/XC928709.ogg,3.0,3.6023,-53.26,Allobates femoralis,Spotted-thighed Poison Frog
119,21211/XC928710.ogg,3.0,3.6023,-53.26,Allobates femoralis,Spotted-thighed Poison Frog
120,21211/XC928714.ogg,3.0,3.6023,-53.26,Allobates femoralis,Spotted-thighed Poison Frog
121,21211/XC934741.ogg,5.0,5.2313,-52.8547,Allobates femoralis,Spotted-thighed Poison Frog
122,21211/iNat1005762.ogg,0.0,4.87,-52.3162,Allobates femoralis,Spotted-thighed Poison Frog
123,21211/iNat359445.ogg,0.0,-4.1323,-69.9548,Allobates femoralis,Spotted-thighed Poison Frog
124,21211/iNat361221.ogg,0.0,-4.1306,-69.9562,Allobates femoralis,Spotted-thighed Poison Frog
125,21211/iNat361222.ogg,0.0,-4.131,-69.9557,Allobates femoralis,Spotted-thighed Poison Frog
126,21211/iNat597267.ogg,0.0,-8.0523,-71.2039,Allobates femoralis,Spotted-thighed Poison Frog
127,21211/iNat946486.ogg,0.0,4.1042,-52.6225,Allobates femoralis,Spotted-thighed Poison Frog
128,21211/iNat986383.ogg,0.0,4.864,-52.3619,Allobates femoralis,Spotted-thighed Poison Frog
129,21211/iNat998468.ogg,0.0,4.8595,-52.3486,Allobates femoralis,Spotted-thighed Poison Frog
130,22333/XC890507.ogg,5.0,12.1205,-68.9658,Eleutherodactylus johnstonei,Lesser Antillean whistling frog
131,22333/XC894982.ogg,4.0,12.1187,-68.2912,Eleutherodactylus johnstonei,Lesser Antillean whistling frog
132,22333/XC913746.ogg,3.0,4.9122,-52.2701,Eleutherodactylus johnstonei,Lesser Antillean whistling frog
133,22333/XC949880.ogg,4.0,5.3459,-72.4262,Eleutherodactylus johnstonei,Lesser Antillean whistling frog
134,22333/iNat1005729.ogg,0.0,4.87,-52.3162,Eleutherodactylus johnstonei,Lesser Antillean whistling frog
135,22333/iNat1008712.ogg,0.0,4.945,-52.3173,Eleutherodactylus johnstonei,Lesser Antillean whistling frog
136,22333/iNat1155704.ogg,0.0,18.411,-77.1054,Eleutherodactylus johnstonei,Lesser Antillean whistling frog
137,22333/iNat1208354.ogg,0.0,10.1846,-68.0075,Eleutherodactylus johnstonei,Lesser Antillean whistling frog
138,22333/iNat1236061.ogg,0.0,3.4762,-76.5298,Eleutherodactylus johnstonei,Lesser Antillean whistling frog
139,22333/iNat1237389.ogg,0.0,3.4576,-76.5359,Eleutherodactylus johnstonei,Lesser Antillean whistling frog
140,22333/iNat1237907.ogg,0.0,3.4499,-76.5392,Eleutherodactylus johnstonei,Lesser Antillean whistling frog
141,22333/iNat1239167.ogg,0.0,3.4574,-76.5357,Eleutherodactylus johnstonei,Lesser Antillean whistling frog
142,22333/iNat1241231.ogg,0.0,3.4493,-76.5425,Eleutherodactylus johnstonei,Lesser Antillean whistling frog
143,22333/iNat1245802.ogg,0.0,6.8169,-58.0763,Eleutherodactylus johnstonei,Lesser Antillean whistling frog
144,22333/iNat1273155.ogg,0.0,3.2741,-76.5146,Eleutherodactylus johnstonei,Lesser Antillean whistling frog
145,22333/iNat1274792.ogg,0.0,14.5522,-61.0536,Eleutherodactylus johnstonei,Lesser Antillean whistling frog
146,22333/iNat144601.ogg,0.0,17.1699,-61.8015,Eleutherodactylus johnstonei,Lesser Antillean whistling frog
147,22333/iNat150110.ogg,0.0,10.6505,-61.4068,Eleutherodactylus johnstonei,Lesser Antillean whistling frog
148,22333/iNat233716.ogg,0.0,7.0205,-73.07,Eleutherodactylus johnstonei,Lesser Antillean whistling frog
149,22333/iNat255294.ogg,0.0,10.661,-61.5171,Eleutherodactylus johnstonei,Lesser Antillean whistling frog
150,22333/iNat292304.ogg,0.0,10.4803,-66.7944,Eleutherodactylus johnstonei,Lesser Antillean whistling frog
151,22333/iNat332150.ogg,0.0,10.611,-61.3001,Eleutherodactylus johnstonei,Lesser Antillean whistling frog
152,22333/iNat344525.ogg,0.0,12.0867,-68.898,Eleutherodactylus johnstonei,Lesser Antillean whistling frog
153,22333/iNat34849.ogg,0.0,18.5226,-77.8579,Eleutherodactylus johnstonei,Lesser Antillean whistling frog
154,22333/iNat503234.ogg,0.0,18.5239,-77.8343,Eleutherodactylus johnstonei,Lesser Antillean whistling frog
155,22333/iNat516995.ogg,0.0,3.3419,-76.5306,Eleutherodactylus johnstonei,Lesser Antillean whistling frog
156,22333/iNat52742.ogg,0.0,6.2386,-75.6059,Eleutherodactylus johnstonei,Lesser Antillean whistling frog
157,22333/iNat530453.ogg,0.0,6.175,-75.5744,Eleutherodactylus johnstonei,Lesser Antillean whistling frog
158,22333/iNat532306.ogg,0.0,4.9458,-52.304,Eleutherodactylus johnstonei,Lesser Antillean whistling frog
159,22333/iNat53679.ogg,0.0,13.242,-59.6443,Eleutherodactylus johnstonei,Lesser Antillean whistling frog
160,22333/iNat54095.ogg,0.0,18.4463,-78.0529,Eleutherodactylus johnstonei,Lesser Antillean whistling frog
161,22333/iNat554680.ogg,0.0,16.2782,-61.802,Eleutherodactylus johnstonei,Lesser Antillean whistling frog
162,22333/iNat560488.ogg,0.0,6.2414,-75.5958,Eleutherodactylus johnstonei,Lesser Antillean whistling frog
163,22333/iNat575726.ogg,0.0,12.0855,-68.8742,Eleutherodactylus johnstonei,Lesser Antillean whistling frog
164,22333/iNat575727.ogg,0.0,12.0855,-68.8742,Eleutherodactylus johnstonei,Lesser Antillean whistling frog
165,22333/iNat576377.ogg,0.0,13.8636,-61.053,Eleutherodactylus johnstonei,Lesser Antillean whistling frog
166,22333/iNat578290.ogg,0.0,12.0916,-68.9053,Eleutherodactylus johnstonei,Lesser Antillean whistling frog
167,22333/iNat579714.ogg,0.0,17.0763,-61.8873,Eleutherodactylus johnstonei,Lesser Antillean whistling frog
168,22333/iNat585061.ogg,0.0,14.09,-60.9583,Eleutherodactylus johnstonei,Lesser Antillean whistling frog
169,22333/iNat758022.ogg,0.0,10.4819,-66.8416,Eleutherodactylus johnstonei,Lesser Antillean whistling frog
170,22333/iNat815140.ogg,0.0,17.0994,-61.6921,Eleutherodactylus johnstonei,Lesser Antillean whistling frog
171,22333/iNat867912.ogg,0.0,3.6563,-76.5719,Eleutherodactylus johnstonei,Lesser Antillean whistling frog
172,22333/iNat894924.ogg,0.0,13.821,-61.0493,Eleutherodactylus johnstonei,Lesser Antillean whistling frog
173,22333/iNat943181.ogg,0.0,12.1205,-68.9658,Eleutherodactylus johnstonei,Lesser Antillean whistling frog
174,22333/iNat976527.ogg,0.0,3.3684,-76.546,Eleutherodactylus johnstonei,Lesser Antillean whistling frog
175,22333/iNat983570.ogg,0.0,4.9122,-52.2696,Eleutherodactylus johnstonei,Lesser Antillean whistling frog
176,22333/iNat987253.ogg,0.0,4.9481,-52.3018,Eleutherodactylus johnstonei,Lesser Antillean whistling frog
177,22973/XC167037.ogg,4.0,3.8284,-67.902,Leptodactylus fuscus,Whistling Grass Frog
178,22973/XC882793.ogg,4.0,5.803,-56.2046,Leptodactylus fuscus,Whistling Grass Frog
179,22973/XC882794.ogg,4.0,5.803,-56.2046,Leptodactylus fuscus,Whistling Grass Frog
180,22973/XC882795.ogg,4.0,5.803,-56.2046,Leptodactylus fuscus,Whistling Grass Frog
181,22973/XC882796.ogg,4.0,5.803,-56.2046,Leptodactylus fuscus,Whistling Grass Frog
182,22973/XC882797.ogg,4.0,-3.1711,-60.1279,Leptodactylus fuscus,Whistling Grass Frog
183,22973/XC882798.ogg,4.0,,,Leptodactylus fuscus,Whistling Grass Frog
184,22973/XC892927.ogg,5.0,11.1631,-60.827,Leptodactylus fuscus,Whistling Grass Frog
185,22973/XC892932.ogg,4.5,10.6144,-61.2238,Leptodactylus fuscus,Whistling Grass Frog
186,22973/XC915924.ogg,5.0,4.0744,-73.5829,Leptodactylus fuscus,Whistling Grass Frog
187,22973/XC928991.ogg,4.0,6.8064,-58.1452,Leptodactylus fuscus,Whistling Grass Frog
188,22973/XC929100.ogg,3.0,5.3779,-53.0008,Leptodactylus fuscus,Whistling Grass Frog
189,22973/XC929101.ogg,4.0,5.831,-55.2009,Leptodactylus fuscus,Whistling Grass Frog
190,22973/iNat1099468.ogg,0.0,10.6602,-61.3567,Leptodactylus fuscus,Whistling Grass Frog
191,22973/iNat1243033.ogg,0.0,-18.9993,-49.4617,Leptodactylus fuscus,Whistling Grass Frog
192,22973/iNat1243080.ogg,0.0,-18.9126,-50.6548,Leptodactylus fuscus,Whistling Grass Frog
193,22973/iNat1251026.ogg,0.0,7.738,-76.6982,Leptodactylus fuscus,Whistling Grass Frog
194,22973/iNat1257590.ogg,0.0,-25.8576,-53.9757,Leptodactylus fuscus,Whistling Grass Frog
195,22973/iNat154035.ogg,0.0,-22.4093,-47.5421,Leptodactylus fuscus,Whistling Grass Frog
196,22973/iNat157085.ogg,0.0,-22.371,-47.5224,Leptodactylus fuscus,Whistling Grass Frog
197,22973/iNat218912.ogg,0.0,10.6531,-61.4196,Leptodactylus fuscus,Whistling Grass Frog
198,22973/iNat28425.ogg,0.0,-29.5093,-55.6369,Leptodactylus fuscus,Whistling Grass Frog
199,22973/iNat287261.ogg,0.0,10.6531,-61.4196,Leptodactylus fuscus,Whistling Grass Frog
200,22973/iNat28982.ogg,0.0,10.6144,-61.2238,Leptodactylus fuscus,Whistling Grass Frog
201,22973/iNat29017.ogg,0.0,11.1631,-60.827,Leptodactylus fuscus,Whistling Grass Frog
202,22973/iNat318716.ogg,0.0,10.2052,-61.3103,Leptodactylus fuscus,Whistling Grass Frog
203,22973/iNat326854.ogg,0.0,-28.0679,-56.0338,Leptodactylus fuscus,Whistling Grass Frog
204,22973/iNat326860.ogg,0.0,-28.0681,-56.0338,Leptodactylus fuscus,Whistling Grass Frog
205,22973/iNat326966.ogg,0.0,-27.3788,-55.6436,Leptodactylus fuscus,Whistling Grass Frog
206,22973/iNat327135.ogg,0.0,7.2421,-76.4389,Leptodactylus fuscus,Whistling Grass Frog
207,22973/iNat331404.ogg,0.0,-15.8263,-48.7697,Leptodactylus fuscus,Whistling Grass Frog
208,22973/iNat343840.ogg,0.0,-2.4904,-44.2422,Leptodactylus fuscus,Whistling Grass Frog
209,22973/iNat348132.ogg,0.0,-23.5476,-47.549,Leptodactylus fuscus,Whistling Grass Frog
210,22973/iNat348440.ogg,0.0,-23.5468,-47.549,Leptodactylus fuscus,Whistling Grass Frog
211,22973/iNat348441.ogg,0.0,-23.5468,-47.549,Leptodactylus fuscus,Whistling Grass Frog
212,22973/iNat502463.ogg,0.0,5.3545,-72.402,Leptodactylus fuscus,Whistling Grass Frog
213,22973/iNat556448.ogg,0.0,1.8762,-76.0516,Leptodactylus fuscus,Whistling Grass Frog
214,22973/iNat576552.ogg,0.0,-21.368,-47.3052,Leptodactylus fuscus,Whistling Grass Frog
215,22973/iNat581610.ogg,0.0,-23.547,-47.5493,Leptodactylus fuscus,Whistling Grass Frog
216,22973/iNat583590.ogg,0.0,-23.4751,-48.6713,Leptodactylus fuscus,Whistling Grass Frog
217,22973/iNat583591.ogg,0.0,-23.4751,-48.6713,Leptodactylus fuscus,Whistling Grass Frog
218,22973/iNat58920.ogg,0.0,-3.083,-59.9812,Leptodactylus fuscus,Whistling Grass Frog
219,22973/iNat599374.ogg,0.0,-22.4151,-47.5773,Leptodactylus fuscus,Whistling Grass Frog
220,22973/iNat599375.ogg,0.0,-22.4151,-47.5773,Leptodactylus fuscus,Whistling Grass Frog
221,22973/iNat630711.ogg,0.0,4.2647,-74.8271,Leptodactylus fuscus,Whistling Grass Frog
222,22973/iNat726873.ogg,0.0,11.152,-60.7825,Leptodactylus fuscus,Whistling Grass Frog
223,22973/iNat839779.ogg,0.0,-25.7876,-53.6448,Leptodactylus fuscus,Whistling Grass Frog
224,22973/iNat859872.ogg,0.0,-20.3016,-44.0975,Leptodactylus fuscus,Whistling Grass Frog
225,22973/iNat870999.ogg,0.0,-22.851,-45.2388,Leptodactylus fuscus,Whistling Grass Frog
226,22973/iNat879832.ogg,0.0,-20.7015,-41.0918,Leptodactylus fuscus,Whistling Grass Frog
227,22973/iNat879833.ogg,0.0,-20.7015,-41.0918,Leptodactylus fuscus,Whistling Grass Frog
228,22973/iNat887102.ogg,0.0,-23.5602,-46.7234,Leptodactylus fuscus,Whistling Grass Frog
229,22973/iNat992788.ogg,0.0,4.8238,-52.3673,Leptodactylus fuscus,Whistling Grass Frog
230,22976/XC893971.ogg,5.0,8.7193,-83.1649,Leptodactylus fragilis,Mexican White-lipped Frog
231,22976/XC893972.ogg,5.0,20.4215,-88.4714,Leptodactylus fragilis,Mexican White-lipped Frog
232,22976/XC935710.ogg,4.0,,,Leptodactylus fragilis,Mexican White-lipped Frog
233,22976/iNat1022191.ogg,0.0,13.9587,-88.1323,Leptodactylus fragilis,Mexican White-lipped Frog
234,22976/iNat103569.ogg,0.0,21.1547,-89.6359,Leptodactylus fragilis,Mexican White-lipped Frog
235,22976/iNat1109157.ogg,0.0,9.0492,-79.3018,Leptodactylus fragilis,Mexican White-lipped Frog
236,22976/iNat1112338.ogg,0.0,9.1203,-79.6961,Leptodactylus fragilis,Mexican White-lipped Frog
237,22976/iNat1190292.ogg,0.0,8.986,-79.5471,Leptodactylus fragilis,Mexican White-lipped Frog
238,22976/iNat1192434.ogg,0.0,26.5727,-99.1118,Leptodactylus fragilis,Mexican White-lipped Frog
239,22976/iNat1199997.ogg,0.0,9.1639,-79.5735,Leptodactylus fragilis,Mexican White-lipped Frog
240,22976/iNat1208974.ogg,0.0,8.8977,-79.5816,Leptodactylus fragilis,Mexican White-lipped Frog
241,22976/iNat1226844.ogg,0.0,12.5211,-81.7157,Leptodactylus fragilis,Mexican White-lipped Frog
242,22976/iNat132256.ogg,0.0,13.3007,-88.5523,Leptodactylus fragilis,Mexican White-lipped Frog
243,22976/iNat132257.ogg,0.0,13.3006,-88.5524,Leptodactylus fragilis,Mexican White-lipped Frog
244,22976/iNat134883.ogg,0.0,9.1205,-79.7038,Leptodactylus fragilis,Mexican White-lipped Frog
245,22976/iNat141097.ogg,0.0,26.5035,-98.9858,Leptodactylus fragilis,Mexican White-lipped Frog
246,22976/iNat141098.ogg,0.0,26.4025,-98.826,Leptodactylus fragilis,Mexican White-lipped Frog
247,22976/iNat141099.ogg,0.0,26.4552,-98.8027,Leptodactylus fragilis,Mexican White-lipped Frog
248,22976/iNat222390.ogg,0.0,21.0783,-89.6353,Leptodactylus fragilis,Mexican White-lipped Frog
249,22976/iNat226804.ogg,0.0,9.3899,-84.146,Leptodactylus fragilis,Mexican White-lipped Frog
250,22976/iNat236359.ogg,0.0,8.9133,-79.708,Leptodactylus fragilis,Mexican White-lipped Frog
251,22976/iNat258473.ogg,0.0,21.0826,-89.6592,Leptodactylus fragilis,Mexican White-lipped Frog
252,22976/iNat270309.ogg,0.0,26.5845,-98.8025,Leptodactylus fragilis,Mexican White-lipped Frog
253,22976/iNat27238.ogg,0.0,10.4124,-84.3843,Leptodactylus fragilis,Mexican White-lipped Frog
254,22976/iNat27239.ogg,0.0,20.4215,-88.4714,Leptodactylus fragilis,Mexican White-lipped Frog
255,22976/iNat279584.ogg,0.0,18.5197,-89.8287,Leptodactylus fragilis,Mexican White-lipped Frog
